PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Ticket_final,Cabin_combined
364,0.0,3,35.0,0,0,7.05,0,1,0,0,1,310131022.0,0
365,0.0,3,29.0,1,0,15.5,0,1,0,1,0,3703654.0,0
366,0.0,3,30.0,0,0,7.25,0,1,0,0,1,707621.0,0
367,1.0,1,60.0,1,0,75.25,1,0,1,0,0,1108134.0,4037
368,1.0,3,29.0,0,0,7.2292,1,0,1,0,0,26264.0,0
369,1.0,3,29.0,0,0,7.75,1,0,0,1,0,143134.0,0
370,1.0,1,24.0,0,0,69.3,1,0,1,0,0,174772.0,2035
371,1.0,1,25.0,1,0,55.4417,0,1,1,0,0,117654.0,5050
372,0.0,3,18.0,1,0,6.4958,0,1,0,0,1,31012674.0,0
373,0.0,3,19.0,0,0,8.05,0,1,0,0,1,3239514.0,0
374,0.0,1,22.0,0,0,135.6333,0,1,1,0,0,177602.0,0
375,0.0,3,3.0,3,1,21.075,1,0,0,0,1,3499094.0,0
376,1.0,1,29.0,1,0,82.1708,1,0,1,0,0,176042.0,0
377,1.0,3,22.0,0,0,7.25,1,0,0,0,1,707721.0,0
378,0.0,1,27.0,0,2,211.5,0,1,1,0,0,1135034.0,3082
379,0.0,3,20.0,0,0,4.0125,0,1,1,0,0,26484.0,0
380,0.0,3,19.0,0,0,7.775,0,1,0,0,1,3470694.0,0
381,1.0,1,42.0,0,0,227.525,1,0,1,0,0,177572.0,0
382,1.0,3,1.0,0,2,15.7417,1,0,1,0,0,26534.0,0
383,0.0,3,32.0,0,0,7.925,0,1,0,0,1,2.19,0
384,1.0,1,35.0,1,0,52.0,1,0,0,0,1,1137894.0,0
385,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492274.0,0
386,0.0,2,18.0,0,0,73.5,0,1,0,0,1,1487914.0,0
387,0.0,3,1.0,5,2,46.9,0,1,0,0,1,214412.0,0
388,1.0,2,36.0,0,0,13.0,1,0,0,0,1,278494.0,0
389,0.0,3,29.0,0,0,7.7292,0,1,0,1,0,3676554.0,0
390,1.0,2,17.0,0,0,12.0,1,0,1,0,0,174834.0,0
391,1.0,1,36.0,1,2,120.0,0,1,0,0,1,1137604.0,2096
392,1.0,3,21.0,0,0,7.7958,0,1,0,0,1,3500344.0,0
393,0.0,3,28.0,2,0,7.925,0,1,0,0,1,31012774.0,0
394,1.0,1,23.0,1,0,113.275,1,0,1,0,0,352734.0,4036
395,1.0,3,24.0,0,2,16.7,1,0,0,0,1,95495.0,706
396,0.0,3,22.0,0,0,7.7958,0,1,0,0,1,3500524.0,0
397,0.0,3,31.0,0,0,7.8542,1,0,0,0,1,3504074.0,0
398,0.0,2,46.0,0,0,26.0,0,1,0,0,1,284034.0,0
399,0.0,2,23.0,0,0,10.5,0,1,0,0,1,2442784.0,0
400,1.0,2,28.0,0,0,12.65,1,0,0,0,1,2409294.0,0
401,1.0,3,39.0,0,0,7.925,0,1,0,0,1,2.19,0
402,0.0,3,26.0,0,0,8.05,0,1,0,0,1,3418264.0,0
403,0.0,3,21.0,1,0,9.825,1,0,0,0,1,41374.0,0
404,0.0,3,28.0,1,0,15.85,0,1,0,0,1,31012793.0,0
405,0.0,3,20.0,0,0,8.6625,1,0,0,0,1,3150964.0,0
406,0.0,2,34.0,1,0,21.0,0,1,0,0,1,286644.0,0
407,0.0,3,51.0,0,0,7.75,0,1,0,0,1,3470644.0,0
408,1.0,2,3.0,1,1,18.75,0,1,0,0,1,291064.0,0
409,0.0,3,21.0,0,0,7.775,0,1,0,0,1,3129924.0,0
410,0.0,3,29.0,3,1,25.4667,1,0,0,0,1,41334.0,0
411,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492224.0,0
412,0.0,3,29.0,0,0,6.8583,0,1,0,1,0,3941404.0,0
413,1.0,1,33.0,1,0,90.0,1,0,0,1,0,199284.0,3078
414,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398534.0,0
415,1.0,3,44.0,0,0,7.925,0,1,0,0,1,2.19,0
416,0.0,3,29.0,0,0,8.05,1,0,0,0,1,3430954.0,0
417,1.0,2,34.0,1,1,32.5,1,0,0,0,1,282204.0,0
418,1.0,2,18.0,0,2,13.0,1,0,0,0,1,2506524.0,0
419,0.0,2,30.0,0,0,13.0,0,1,0,0,1,282284.0,0
420,0.0,3,10.0,0,2,24.15,1,0,0,0,1,3457734.0,0
421,0.0,3,29.0,0,0,7.8958,0,1,1,0,0,3492544.0,0
422,0.0,3,21.0,0,0,7.7333,0,1,0,1,0,130326.0,0
423,0.0,3,29.0,0,0,7.875,0,1,0,0,1,3150824.0,0
424,0.0,3,28.0,1,1,14.4,1,0,0,0,1,3470804.0,0
425,0.0,3,18.0,1,1,20.2125,0,1,0,0,1,3701294.0,0
426,0.0,3,29.0,0,0,7.25,0,1,0,0,1,3424411.0,0
427,1.0,2,28.0,1,0,26.0,1,0,0,0,1,20034.0,0
428,1.0,2,19.0,0,0,26.0,1,0,0,0,1,2506554.0,0
429,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3648514.0,0
430,1.0,3,32.0,0,0,8.05,0,1,0,0,1,39207822.0,5010
431,1.0,1,28.0,0,0,26.55,0,1,0,0,1,1105644.0,3052
432,1.0,3,29.0,1,0,16.1,1,0,0,0,1,3765644.0,0
433,1.0,2,42.0,1,0,26.0,1,0,0,0,1,308535.0,0
434,0.0,3,17.0,0,0,7.125,0,1,0,0,1,2.19,0
435,0.0,1,50.0,1,0,55.9,0,1,0,0,1,135074.0,5044
436,1.0,1,14.0,1,2,120.0,1,0,0,0,1,1137604.0,2096
437,0.0,3,21.0,2,2,34.375,1,0,0,0,1,660816.0,0
438,1.0,2,24.0,2,3,18.75,1,0,0,0,1,291064.0,0
439,0.0,1,64.0,1,4,263.0,0,1,0,0,1,199504.0,3023
440,0.0,2,31.0,0,0,10.5,0,1,0,0,1,187237.0,0
441,1.0,2,45.0,1,1,26.25,1,0,0,0,1,1352929.0,0
442,0.0,3,20.0,0,0,9.5,0,1,0,0,1,3457694.0,0
443,0.0,3,25.0,1,0,7.775,0,1,0,0,1,3470764.0,0
444,1.0,2,28.0,0,0,13.0,1,0,0,0,1,2304344.0,0
445,1.0,3,29.0,0,0,8.1125,0,1,0,0,1,653064.0,0
446,1.0,1,4.0,0,2,81.8583,0,1,0,0,1,336384.0,1034
447,1.0,2,13.0,0,1,19.5,1,0,0,0,1,2506444.0,0
448,1.0,1,34.0,0,0,26.55,0,1,0,0,1,1137944.0,0
449,1.0,3,5.0,2,1,19.2583,1,0,1,0,0,26664.0,0
450,1.0,1,52.0,0,0,30.5,0,1,0,0,1,1137864.0,30104
451,0.0,2,36.0,1,2,27.75,0,1,0,0,1,346517.0,0
452,0.0,3,29.0,1,0,19.9667,0,1,0,0,1,653034.0,0
453,0.0,1,30.0,0,0,27.75,0,1,1,0,0,1130514.0,30111
454,1.0,1,49.0,1,0,89.1042,0,1,1,0,0,174534.0,3092
455,0.0,3,29.0,0,0,8.05,0,1,0,0,1,28171.0,0
456,1.0,3,29.0,0,0,7.8958,0,1,1,0,0,3492404.0,0
457,0.0,1,65.0,0,0,26.55,0,1,0,0,1,135094.0,5038
458,1.0,1,29.0,1,0,51.8625,1,0,0,0,1,174644.0,4021
459,1.0,2,50.0,0,0,10.5,1,0,0,0,1,1353129.0,0
460,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3710604.0,0
461,1.0,1,48.0,0,0,26.55,0,1,0,0,1,199524.0,5012
462,0.0,3,34.0,0,0,8.05,0,1,0,0,1,3645064.0,0
463,0.0,1,47.0,0,0,38.5,0,1,0,0,1,1113204.0,5063
464,0.0,2,48.0,0,0,13.0,0,1,0,0,1,2343604.0,0
465,0.0,3,29.0,0,0,8.05,0,1,0,0,1,281636.0,0
466,0.0,3,38.0,0,0,7.05,0,1,0,0,1,310130622.0,0
467,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398534.0,0
468,0.0,1,56.0,0,0,26.55,0,1,0,0,1,1137924.0,0
469,0.0,3,29.0,0,0,7.725,0,1,0,1,0,362094.0,0
470,1.0,3,0.75,2,1,19.2583,1,0,1,0,0,26664.0,0
471,0.0,3,29.0,0,0,7.25,0,1,0,0,1,3235924.0,0
472,0.0,3,38.0,0,0,8.6625,0,1,0,0,1,3150894.0,0
473,1.0,2,33.0,1,2,27.75,1,0,0,0,1,346517.0,0
474,1.0,2,23.0,0,0,13.7917,1,0,1,0,0,,40
475,0.0,3,22.0,0,0,9.8375,1,0,0,0,1,75534.0,0
476,0.0,1,29.0,0,0,52.0,0,1,0,0,1,1104654.0,1014
477,0.0,2,34.0,1,0,21.0,0,1,0,0,1,310274.0,0
478,0.0,3,29.0,1,0,7.0458,0,1,0,0,1,34604.0,0
479,0.0,3,22.0,0,0,7.5208,0,1,0,0,1,3500604.0,0
480,1.0,3,2.0,0,1,12.2875,1,0,0,0,1,31012984.0,0
481,0.0,3,9.0,5,2,46.9,0,1,0,0,1,214412.0,0
482,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398544.0,0
483,0.0,3,50.0,0,0,8.05,0,1,0,0,1,35941.0,0
484,1.0,3,63.0,0,0,9.5875,1,0,0,0,1,41344.0,0
485,1.0,1,25.0,1,0,91.0792,0,1,1,0,0,119674.0,2049
486,0.0,3,29.0,3,1,25.4667,1,0,0,0,1,41334.0,0
487,1.0,1,35.0,1,0,90.0,1,0,0,0,1,199434.0,3093
488,0.0,1,58.0,0,0,29.7,0,1,1,0,0,117714.0,2037
489,0.0,3,30.0,0,0,8.05,0,1,0,0,1,1850925.0,0
490,1.0,3,9.0,1,1,15.9,0,1,0,0,1,376717.0,0
491,0.0,3,29.0,1,0,19.9667,0,1,0,0,1,653044.0,0
492,0.0,3,21.0,0,0,7.25,0,1,0,0,1,310131717.0,0
493,0.0,1,55.0,0,0,30.5,0,1,0,0,1,1137874.0,3030
494,0.0,1,71.0,0,0,49.5042,0,1,1,0,0,176092.0,0
495,0.0,3,21.0,0,0,8.05,0,1,0,0,1,4538037.0,0
496,0.0,3,29.0,0,0,14.4583,0,1,1,0,0,26274.0,0
497,1.0,1,54.0,1,0,78.2667,1,0,1,0,0,369474.0,4020
498,0.0,3,29.0,0,0,15.1,0,1,0,0,1,62127.0,0
499,0.0,1,25.0,1,2,151.55,1,0,0,0,1,1137814.0,3022
500,0.0,3,24.0,0,0,7.7958,0,1,0,0,1,3500354.0,0
501,0.0,3,17.0,0,0,8.6625,0,1,0,0,1,3150864.0,0
502,0.0,3,21.0,0,0,7.75,1,0,0,1,0,3648464.0,0
503,0.0,3,29.0,0,0,7.6292,1,0,0,1,0,3309094.0,0
504,0.0,3,37.0,0,0,9.5875,1,0,0,0,1,41354.0,0
505,1.0,1,16.0,0,0,86.5,1,0,0,0,1,1101524.0,2079
506,0.0,1,18.0,1,0,108.9,0,1,1,0,0,177582.0,3065
507,1.0,2,33.0,0,2,26.0,1,0,0,0,1,263604.0,0
508,1.0,1,29.0,0,0,26.55,0,1,0,0,1,1114274.0,0
509,0.0,3,28.0,0,0,22.525,0,1,0,0,1,400121.0,0
510,1.0,3,26.0,0,0,56.4958,0,1,0,0,1,16014.0,0
511,1.0,3,29.0,0,0,7.75,0,1,0,1,0,3826514.0,0
512,0.0,3,29.0,0,0,8.05,0,1,0,0,1,310131617.0,0
513,1.0,1,36.0,0,0,26.2875,0,1,0,0,1,174732.0,5025
514,1.0,1,54.0,1,0,59.4,1,0,1,0,0,176032.0,0
515,0.0,3,24.0,0,0,7.4958,0,1,0,0,1,3492094.0,0
516,0.0,1,47.0,0,0,34.0208,0,1,0,0,1,369674.0,4046
517,1.0,2,34.0,0,0,10.5,1,0,0,0,1,342607.0,6033
518,0.0,3,29.0,0,0,24.15,0,1,0,1,0,3711104.0,0
519,1.0,2,36.0,1,0,26.0,1,0,0,0,1,2268754.0,0
520,0.0,3,32.0,0,0,7.8958,0,1,0,0,1,3492424.0,0
521,1.0,1,30.0,0,0,93.5,1,0,0,0,1,127494.0,2073
522,0.0,3,22.0,0,0,7.8958,0,1,0,0,1,3492524.0,0
523,0.0,3,29.0,0,0,7.225,0,1,1,0,0,26244.0,0
524,1.0,1,44.0,0,1,57.9792,1,0,1,0,0,1113614.0,2018
525,0.0,3,29.0,0,0,7.2292,0,1,1,0,0,27004.0,0
526,0.0,3,40.5,0,0,7.75,0,1,0,1,0,3672324.0,0
527,1.0,2,50.0,0,0,10.5,1,0,0,0,1,1425816.0,0
528,0.0,1,29.0,0,0,221.7792,0,1,0,0,1,174832.0,3095
529,0.0,3,39.0,0,0,7.925,0,1,0,0,1,31012964.0,0
530,0.0,2,23.0,2,1,11.5,0,1,0,0,1,291044.0,0
531,1.0,2,2.0,1,1,26.0,1,0,0,0,1,263604.0,0
532,0.0,3,29.0,0,0,7.2292,0,1,1,0,0,26414.0,0
533,0.0,3,17.0,1,1,7.2292,0,1,1,0,0,26904.0,0
534,1.0,3,29.0,0,2,22.3583,1,0,1,0,0,26684.0,0
535,0.0,3,30.0,0,0,8.6625,1,0,0,0,1,3150844.0,0
536,1.0,2,7.0,0,2,26.25,1,0,0,0,1,1352929.0,0
537,0.0,1,45.0,0,0,26.55,0,1,0,0,1,1130504.0,2038
538,1.0,1,30.0,0,0,106.425,1,0,1,0,0,177612.0,0
539,0.0,3,29.0,0,0,14.5,0,1,0,0,1,3644984.0,0
540,1.0,1,22.0,0,2,49.5,1,0,1,0,0,135684.0,2039
541,1.0,1,36.0,0,2,71.0,1,0,0,0,1,573538.0,2022
542,0.0,3,9.0,4,2,31.275,1,0,0,0,1,3470824.0,0
543,0.0,3,11.0,4,2,31.275,1,0,0,0,1,3470824.0,0
544,1.0,2,32.0,1,0,26.0,0,1,0,0,1,29084.0,0
545,0.0,1,50.0,1,0,106.425,0,1,1,0,0,177612.0,3086
546,0.0,1,64.0,0,0,26.0,0,1,0,0,1,6934.0,0
547,1.0,2,19.0,1,0,26.0,1,0,0,0,1,29084.0,0
548,1.0,2,29.0,0,0,13.8625,0,1,1,0,0,214623.0,0
549,0.0,3,33.0,1,1,20.525,0,1,0,0,1,3632914.0,0
550,1.0,2,8.0,1,1,36.75,0,1,0,0,1,331127.0,0
551,1.0,1,17.0,0,2,110.8833,0,1,1,0,0,174214.0,3070
552,0.0,2,27.0,0,0,26.0,0,1,0,0,1,2443584.0,0
553,0.0,3,29.0,0,0,7.8292,0,1,0,1,0,3309794.0,0
554,1.0,3,22.0,0,0,7.225,0,1,1,0,0,26204.0,0
555,1.0,3,22.0,0,0,7.775,1,0,0,0,1,3470854.0,0
556,0.0,1,62.0,0,0,26.55,0,1,0,0,1,1138074.0,0
557,1.0,1,48.0,1,0,39.6,1,0,1,0,0,117554.0,1016
558,0.0,1,29.0,0,0,227.525,0,1,1,0,0,177572.0,0
559,1.0,1,39.0,1,1,79.65,1,0,0,0,1,1104134.0,5067
560,1.0,3,36.0,1,0,17.4,1,0,0,0,1,3455724.0,0
561,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3726224.0,0
562,0.0,3,40.0,0,0,7.8958,0,1,0,0,1,3492514.0,0
563,0.0,2,28.0,0,0,13.5,0,1,0,0,1,2186294.0,0
564,0.0,3,29.0,0,0,8.05,0,1,0,0,1,39208217.0,0
565,0.0,3,29.0,0,0,8.05,1,0,0,0,1,39208722.0,0
566,0.0,3,24.0,2,0,24.15,0,1,0,0,1,4887137.0,0
567,0.0,3,19.0,0,0,7.8958,0,1,0,0,1,3492054.0,0
568,0.0,3,29.0,0,4,21.075,1,0,0,0,1,3499094.0,0
569,0.0,3,29.0,0,0,7.2292,0,1,1,0,0,26864.0,0
570,1.0,3,32.0,0,0,7.8542,0,1,0,0,1,3504174.0,0
571,1.0,2,62.0,0,0,10.5,0,1,0,0,1,75239.0,0
572,1.0,1,53.0,2,0,51.4792,1,0,0,0,1,117694.0,30101
573,1.0,1,36.0,0,0,26.3875,0,1,0,0,1,174742.0,5025
574,1.0,3,29.0,0,0,7.75,1,0,0,1,0,143124.0,0
575,0.0,3,16.0,0,0,8.05,0,1,0,0,1,2058911.0,0
576,0.0,3,19.0,0,0,14.5,0,1,0,0,1,3585854.0,0
577,1.0,2,34.0,0,0,13.0,1,0,0,0,1,2438804.0,0
578,1.0,1,39.0,1,0,55.9,1,0,0,0,1,135074.0,5044
579,0.0,3,29.0,1,0,14.4583,1,0,1,0,0,26894.0,0
580,1.0,3,32.0,0,0,7.925,0,1,0,0,1,2.19,0
581,1.0,2,25.0,1,1,30.0,1,0,0,0,1,2377894.0,0
582,1.0,1,39.0,1,1,110.8833,1,0,1,0,0,174214.0,3068
583,0.0,2,54.0,0,0,26.0,0,1,0,0,1,284034.0,0
584,0.0,1,36.0,0,0,40.125,0,1,1,0,0,130494.0,1010
585,0.0,3,29.0,0,0,8.7125,0,1,1,0,0,34114.0,0
586,1.0,1,18.0,0,2,79.65,1,0,0,0,1,1104134.0,5068
587,0.0,2,47.0,0,0,15.0,0,1,0,0,1,2375654.0,0
588,1.0,1,60.0,1,1,79.2,0,1,1,0,0,135674.0,2041
589,0.0,3,22.0,0,0,8.05,0,1,0,0,1,149734.0,0
590,0.0,3,29.0,0,0,8.05,0,1,0,0,1,32358.0,0
591,0.0,3,35.0,0,0,7.125,0,1,0,0,1,2.19,0
592,1.0,1,52.0,1,0,78.2667,1,0,1,0,0,369474.0,4020
593,0.0,3,47.0,0,0,7.25,0,1,0,0,1,39021.0,0
594,0.0,3,29.0,0,2,7.75,1,0,0,1,0,3648484.0,0
595,0.0,2,37.0,1,0,26.0,0,1,0,0,1,2903735.0,0
596,0.0,3,36.0,1,1,24.15,0,1,0,0,1,3457734.0,0
597,1.0,2,29.0,0,0,33.0,1,0,0,0,1,2487274.0,0
598,0.0,3,49.0,0,0,0.0,0,1,0,0,1,,0
599,0.0,3,29.0,0,0,7.225,0,1,1,0,0,26644.0,0
600,1.0,1,49.0,1,0,56.9292,0,1,1,0,0,174852.0,1020
601,1.0,2,24.0,2,1,27.0,1,0,0,0,1,2438474.0,0
602,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492144.0,0
603,0.0,1,29.0,0,0,42.4,0,1,0,0,1,1137964.0,0
604,0.0,3,44.0,0,0,8.05,0,1,0,0,1,3645114.0,0
605,1.0,1,35.0,0,0,26.55,0,1,1,0,0,1114264.0,0
606,0.0,3,36.0,1,0,15.55,0,1,0,0,1,3499104.0,0
607,0.0,3,30.0,0,0,7.8958,0,1,0,0,1,3492464.0,0
608,1.0,1,27.0,0,0,30.5,0,1,0,0,1,1138044.0,0
609,1.0,2,22.0,1,2,41.5792,1,0,1,0,0,21239.0,0
610,1.0,1,40.0,0,0,153.4625,1,0,0,0,1,175822.0,30125
611,0.0,3,39.0,1,5,31.275,1,0,0,0,1,3470824.0,0
612,0.0,3,29.0,0,0,7.05,0,1,0,0,1,310130522.0,0
613,1.0,3,29.0,1,0,15.5,1,0,0,1,0,3672304.0,0
614,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3703774.0,0
615,0.0,3,35.0,0,0,8.05,0,1,0,0,1,3645124.0,0
616,1.0,2,24.0,1,2,65.0,1,0,0,0,1,2208454.0,0
617,0.0,3,34.0,1,1,14.4,0,1,0,0,1,3470804.0,0
618,0.0,3,26.0,1,0,16.1,1,0,0,0,1,33366.0,0
619,1.0,2,4.0,2,1,39.0,1,0,0,0,1,2301364.0,604
620,0.0,2,26.0,0,0,10.5,0,1,0,0,1,310284.0,0
621,0.0,3,27.0,1,0,14.4542,0,1,1,0,0,26594.0,0
622,1.0,1,42.0,1,0,52.5542,0,1,0,0,1,117534.0,4019
623,1.0,3,20.0,1,1,15.7417,0,1,1,0,0,26534.0,0
624,0.0,3,21.0,0,0,7.8542,0,1,0,0,1,3500294.0,0
625,0.0,3,21.0,0,0,16.1,0,1,0,0,1,546364.0,0
626,0.0,1,61.0,0,0,32.3208,0,1,0,0,1,369634.0,4050
627,0.0,2,57.0,0,0,12.35,0,1,0,1,0,2195334.0,0
628,1.0,1,21.0,0,0,77.9583,1,0,0,0,1,135024.0,409
629,0.0,3,26.0,0,0,7.8958,0,1,0,0,1,3492244.0,0
630,0.0,3,29.0,0,0,7.7333,0,1,0,1,0,3349124.0,0
631,1.0,1,80.0,0,0,30.0,0,1,0,0,1,270424.0,1023
632,0.0,3,51.0,0,0,7.0542,0,1,0,0,1,3477434.0,0
633,1.0,1,32.0,0,0,30.5,0,1,1,0,0,132144.0,2050
634,0.0,1,29.0,0,0,0.0,0,1,0,0,1,1120524.0,0
635,0.0,3,9.0,3,2,27.9,1,0,0,0,1,3470884.0,0
636,1.0,2,28.0,0,0,13.0,1,0,0,0,1,2376684.0,0
637,0.0,3,32.0,0,0,7.925,0,1,0,0,1,2.19,0
638,0.0,2,31.0,1,1,26.25,0,1,0,0,1,319217.0,0
639,0.0,3,41.0,0,5,39.6875,1,0,0,0,1,31012954.0,0
640,0.0,3,29.0,1,0,16.1,0,1,0,0,1,3765644.0,0
641,0.0,3,20.0,0,0,7.8542,0,1,0,0,1,3500504.0,0
642,1.0,1,24.0,0,0,69.3,1,0,1,0,0,174772.0,2035
643,0.0,3,2.0,3,2,27.9,1,0,0,0,1,3470884.0,0
644,1.0,3,29.0,0,0,56.4958,0,1,0,0,1,16014.0,0
645,1.0,3,0.75,2,1,19.2583,1,0,1,0,0,26664.0,0
646,1.0,1,48.0,1,0,76.7292,0,1,1,0,0,175722.0,4033
647,0.0,3,19.0,0,0,7.8958,0,1,0,0,1,3492314.0,0
648,1.0,1,56.0,0,0,35.5,0,1,1,0,0,132134.0,1026
649,0.0,3,29.0,0,0,7.55,0,1,0,0,1,75140.0,0
650,1.0,3,23.0,0,0,7.55,1,0,0,0,1,231427.0,0
651,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492214.0,0
652,1.0,2,18.0,0,1,23.0,1,0,0,0,1,2319194.0,0
653,0.0,3,21.0,0,0,8.4333,0,1,0,0,1,84754.0,0
654,1.0,3,29.0,0,0,7.8292,1,0,0,1,0,3309194.0,0
655,0.0,3,18.0,0,0,6.75,1,0,0,1,0,3652264.0,0
656,0.0,2,24.0,2,0,73.5,0,1,0,0,1,1487914.0,0
657,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492234.0,0
658,0.0,3,32.0,1,1,15.5,1,0,0,1,0,3648494.0,0
659,0.0,2,23.0,0,0,13.0,0,1,0,0,1,297514.0,0
660,0.0,1,58.0,0,2,113.275,0,1,1,0,0,352734.0,4048
661,1.0,1,50.0,2,0,133.65,0,1,0,0,1,176112.0,0
662,0.0,3,40.0,0,0,7.225,0,1,1,0,0,26234.0,0
663,0.0,1,47.0,0,0,25.5875,0,1,0,0,1,57274.0,5058
664,0.0,3,36.0,0,0,7.4958,0,1,0,0,1,3492104.0,0
665,1.0,3,20.0,1,0,7.925,0,1,0,0,1,2.19,0
666,0.0,2,32.0,2,0,73.5,0,1,0,0,1,1487914.0,0
667,0.0,2,25.0,0,0,13.0,0,1,0,0,1,2346864.0,0
668,0.0,3,29.0,0,0,7.775,0,1,0,0,1,3129934.0,0
669,0.0,3,43.0,0,0,8.05,0,1,0,0,1,35361.0,0
670,1.0,1,29.0,1,0,52.0,1,0,0,0,1,199964.0,30126
671,1.0,2,40.0,1,1,39.0,1,0,0,0,1,297504.0,0
672,0.0,1,31.0,1,0,52.0,0,1,0,0,1,1275041.0,2071
673,0.0,2,70.0,0,0,10.5,0,1,0,0,1,245807.0,0
674,1.0,2,31.0,0,0,13.0,0,1,0,0,1,2442704.0,0
675,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398564.0,0
676,0.0,3,18.0,0,0,7.775,0,1,0,0,1,3499124.0,0
677,0.0,3,24.5,0,0,8.05,0,1,0,0,1,3428264.0,0
678,1.0,3,18.0,0,0,9.8417,1,0,0,0,1,41384.0,0
679,0.0,3,43.0,1,6,46.9,1,0,0,0,1,214412.0,0
680,1.0,1,36.0,0,1,512.3292,0,1,1,0,0,177552.0,2051
681,0.0,3,29.0,0,0,8.1375,1,0,0,1,0,3309354.0,0
682,1.0,1,27.0,0,0,76.7292,0,1,1,0,0,175722.0,4049
683,0.0,3,20.0,0,0,9.225,0,1,0,0,1,65634.0,0
684,0.0,3,14.0,5,2,46.9,0,1,0,0,1,214412.0,0
685,0.0,2,60.0,1,1,39.0,0,1,0,0,1,297504.0,0
686,0.0,2,25.0,1,2,41.5792,0,1,1,0,0,21239.0,0
687,0.0,3,14.0,4,1,39.6875,0,1,0,0,1,31012954.0,0
688,0.0,3,19.0,0,0,10.1708,0,1,0,0,1,3492284.0,0
689,0.0,3,18.0,0,0,7.7958,0,1,0,0,1,3500364.0,0
690,1.0,1,15.0,0,1,211.3375,1,0,0,0,1,241604.0,205
691,1.0,1,31.0,1,0,57.0,0,1,0,0,1,174744.0,2020
692,1.0,3,4.0,0,1,13.4167,1,0,1,0,0,3492564.0,0
693,1.0,3,29.0,0,0,56.4958,0,1,0,0,1,16014.0,0
694,0.0,3,25.0,0,0,7.225,0,1,1,0,0,26724.0,0
695,0.0,1,60.0,0,0,26.55,0,1,0,0,1,1138004.0,0
696,0.0,2,52.0,0,0,13.5,0,1,0,0,1,2487314.0,0
697,0.0,3,44.0,0,0,8.05,0,1,0,0,1,3635924.0,0
698,1.0,3,29.0,0,0,7.7333,1,0,0,1,0,358524.0,0
699,0.0,1,49.0,1,1,110.8833,0,1,1,0,0,174214.0,3068
700,0.0,3,42.0,0,0,7.65,0,1,0,0,1,3481214.0,6063
701,1.0,1,18.0,1,0,227.525,1,0,1,0,0,177572.0,3062
702,1.0,1,35.0,0,0,26.2875,0,1,0,0,1,174752.0,5024
703,0.0,3,18.0,0,1,14.4542,1,0,1,0,0,26914.0,0
704,0.0,3,25.0,0,0,7.7417,0,1,0,1,0,368644.0,0
705,0.0,3,26.0,1,0,7.8542,0,1,0,0,1,3500254.0,0
706,0.0,2,39.0,0,0,26.0,0,1,0,0,1,2506554.0,0
707,1.0,2,45.0,0,0,13.5,1,0,0,0,1,2235964.0,0
708,1.0,1,42.0,0,0,26.2875,0,1,0,0,1,174762.0,5024
709,1.0,1,22.0,0,0,151.55,1,0,0,0,1,1137814.0,0
710,1.0,3,29.0,1,1,15.2458,0,1,1,0,0,26614.0,0
711,1.0,1,24.0,0,0,49.5042,1,0,1,0,0,174822.0,3090
712,0.0,1,29.0,0,0,26.55,0,1,0,0,1,1130284.0,30124
713,1.0,1,48.0,1,0,52.0,0,1,0,0,1,199964.0,30126
714,0.0,3,29.0,0,0,9.4833,0,1,0,0,1,75454.0,0
715,0.0,2,52.0,0,0,13.0,0,1,0,0,1,2506474.0,0
716,0.0,3,19.0,0,0,7.65,0,1,0,0,1,3481244.0,6073
717,1.0,1,38.0,0,0,227.525,1,0,1,0,0,177572.0,3045
718,1.0,2,27.0,0,0,10.5,1,0,0,0,1,342184.0,50101
719,0.0,3,29.0,0,0,15.5,0,1,0,1,0,365684.0,0
720,0.0,3,33.0,0,0,7.775,0,1,0,0,1,3470624.0,0
721,1.0,2,6.0,0,1,33.0,1,0,0,0,1,2487274.0,0
722,0.0,3,17.0,1,0,7.0542,0,1,0,0,1,3500484.0,0
723,0.0,2,34.0,0,0,13.0,0,1,0,0,1,122334.0,0
724,0.0,2,50.0,0,0,13.0,0,1,0,0,1,2506434.0,0
725,1.0,1,27.0,1,0,53.1,0,1,0,0,1,1138064.0,508
726,0.0,3,20.0,0,0,8.6625,0,1,0,0,1,3150944.0,0
727,1.0,2,30.0,3,0,21.0,1,0,0,0,1,310274.0,0
728,1.0,3,29.0,0,0,7.7375,1,0,0,1,0,368664.0,0
729,0.0,2,25.0,1,0,26.0,0,1,0,0,1,2368534.0,0
