PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Ticket_number,Ticket_value_encoded,Ticket_final,Cabin_encoded,Cabin_number,Cabin_combined
282,0,3,28.0,0,0,7.8542,0,1,0.0,0.0,1.0,347464,4,4347464,0,0,0
283,0,3,16.0,0,0,9.5,0,1,0.0,1.0,0.0,345778,4,4345778,0,0,0
284,1,3,19.0,0,0,8.05,0,1,1.0,0.0,0.0,10482,6,610482,0,0,0
285,0,1,29.0,0,0,26.0,0,1,0.0,0.0,1.0,113056,4,4113056,1,19,119
286,0,3,33.0,0,0,8.6625,0,1,0.0,0.0,1.0,349239,4,4349239,0,0,0
287,1,3,30.0,0,0,9.5,0,1,0.0,0.0,1.0,345774,4,4345774,0,0,0
288,0,3,22.0,0,0,7.8958,0,1,0.0,0.0,1.0,349206,4,4349206,0,0,0
289,1,2,42.0,0,0,13.0,0,1,1.0,0.0,0.0,237798,4,4237798,0,0,0
290,1,3,22.0,0,0,7.75,1,0,0.0,0.0,1.0,370373,4,4370373,0,0,0
291,1,1,26.0,0,0,78.85,1,0,0.0,0.0,1.0,19877,4,419877,0,0,0
292,1,1,19.0,1,0,91.0792,1,0,0.0,1.0,0.0,11967,4,411967,2,49,249
293,0,2,36.0,0,0,12.875,0,1,1.0,0.0,0.0,2163,9,92163,4,0,4
294,0,3,24.0,0,0,8.85,1,0,0.0,0.0,1.0,349236,4,4349236,0,0,0
295,0,3,24.0,0,0,7.8958,0,1,0.0,0.0,1.0,349233,4,4349233,0,0,0
296,0,1,29.0,0,0,27.7208,0,1,0.0,0.0,1.0,17612,2,217612,0,0,0
297,0,3,23.5,0,0,7.2292,0,1,1.0,0.0,0.0,2693,4,42693,0,0,0
298,0,1,2.0,1,2,151.55,1,0,1.0,0.0,0.0,113781,4,4113781,33,2226,332226
299,1,1,29.0,0,0,30.5,0,1,0.0,0.0,1.0,19988,4,419988,3,106,3106
300,1,1,50.0,0,1,247.5208,1,0,0.0,0.0,1.0,17558,2,217558,22,5860,225860
301,1,3,29.0,0,0,7.75,1,0,0.0,0.0,1.0,9234,4,49234,0,0,0
302,1,3,29.0,2,0,23.25,0,1,1.0,0.0,0.0,367226,4,4367226,0,0,0
303,0,3,19.0,0,0,0.0,0,1,0.0,0.0,1.0,0,28,280,0,0,0
304,1,2,29.0,0,0,12.35,1,0,0.0,0.0,1.0,226593,4,4226593,5,101,5101
305,0,3,29.0,0,0,8.05,0,1,0.0,1.0,0.0,2466,1,12466,0,0,0
306,1,1,0.92,1,2,151.55,0,1,0.0,0.0,1.0,113781,4,4113781,33,2226,332226
307,1,1,29.0,0,0,110.8833,1,0,0.0,0.0,1.0,17421,4,417421,0,0,0
308,1,1,17.0,1,0,108.9,1,0,0.0,0.0,1.0,17758,2,217758,3,65,365
309,0,2,30.0,1,0,24.0,0,1,0.0,0.0,1.0,3381,33,333381,0,0,0
310,1,1,30.0,0,0,56.9292,1,0,0.0,0.0,1.0,17485,2,217485,5,36,536
311,1,1,24.0,0,0,83.1583,1,0,0.0,0.0,1.0,11767,4,411767,3,54,354
312,1,1,18.0,2,2,262.375,1,0,1.0,0.0,0.0,17608,2,217608,2222,57596366,222257596366
313,0,2,26.0,1,1,26.0,1,0,0.0,0.0,1.0,250651,4,4250651,0,0,0
314,0,3,28.0,0,0,7.8958,0,1,0.0,1.0,0.0,349243,4,4349243,0,0,0
315,0,2,43.0,1,1,26.25,0,1,1.0,0.0,0.0,13529,29,2913529,0,0,0
316,1,3,26.0,0,0,7.8542,1,0,0.0,1.0,0.0,347470,4,4347470,0,0,0
317,1,2,24.0,1,0,26.0,1,0,1.0,0.0,0.0,244367,4,4244367,0,0,0
318,0,2,54.0,0,0,14.0,0,1,0.0,0.0,1.0,29011,4,429011,0,0,0
319,1,1,31.0,0,2,164.8667,1,0,0.0,0.0,1.0,36928,4,436928,3,7,37
320,1,1,40.0,1,1,134.5,1,0,0.0,0.0,1.0,16966,4,416966,5,34,534
321,0,3,22.0,0,0,7.25,0,1,0.0,0.0,1.0,21172,1,121172,0,0,0
322,0,3,27.0,0,0,7.8958,0,1,1.0,0.0,0.0,349219,4,4349219,0,0,0
323,1,2,30.0,0,0,12.35,1,0,0.0,0.0,1.0,234818,4,4234818,0,0,0
324,1,2,22.0,1,1,29.0,1,0,0.0,0.0,1.0,248738,4,4248738,0,0,0
325,0,3,29.0,8,2,69.55,0,1,0.0,0.0,1.0,2343,27,272343,0,0,0
326,1,1,36.0,0,0,135.6333,1,0,0.0,0.0,1.0,17760,2,217760,3,32,332
327,0,3,61.0,0,0,6.2375,0,1,0.0,0.0,1.0,345364,4,4345364,0,0,0
328,1,2,36.0,0,0,13.0,1,0,1.0,0.0,0.0,28551,4,428551,4,0,4
329,1,3,31.0,1,1,20.525,1,0,0.0,0.0,1.0,363291,4,4363291,0,0,0
330,1,1,16.0,0,1,57.9792,1,0,0.0,0.0,1.0,111361,4,4111361,2,18,218
331,1,3,29.0,2,0,23.25,1,0,0.0,0.0,1.0,367226,4,4367226,0,0,0
332,0,1,45.5,0,0,28.5,0,1,1.0,0.0,0.0,113043,4,4113043,3,124,3124
333,0,1,38.0,0,1,153.4625,0,1,1.0,0.0,0.0,17582,2,217582,3,91,391
334,0,3,16.0,2,0,18.0,0,1,1.0,0.0,0.0,345764,4,4345764,0,0,0
335,1,1,29.0,1,0,133.65,1,0,0.0,0.0,1.0,17611,2,217611,0,0,0
336,0,3,29.0,0,0,7.8958,0,1,0.0,0.0,1.0,349225,4,4349225,0,0,0
337,0,1,29.0,1,0,66.6,0,1,0.0,0.0,1.0,113776,4,4113776,3,2,32
338,1,1,41.0,0,0,134.5,1,0,1.0,0.0,0.0,16966,4,416966,5,40,540
339,1,3,45.0,0,0,8.05,0,1,0.0,0.0,1.0,7598,4,47598,0,0,0
340,0,1,45.0,0,0,35.5,0,1,1.0,0.0,0.0,113784,4,4113784,8,0,8
341,1,2,2.0,1,1,26.0,0,1,0.0,0.0,1.0,230080,4,4230080,6,2,62
342,1,1,24.0,3,2,263.0,1,0,0.0,0.0,1.0,19950,4,419950,333,232527,333232527
343,0,2,28.0,0,0,13.0,0,1,0.0,0.0,1.0,248740,4,4248740,0,0,0
344,0,2,25.0,0,0,13.0,0,1,1.0,0.0,0.0,244361,4,4244361,0,0,0
345,0,2,36.0,0,0,13.0,0,1,0.0,0.0,1.0,229236,4,4229236,0,0,0
346,1,2,24.0,0,0,13.0,1,0,0.0,0.0,1.0,248733,4,4248733,6,33,633
347,1,2,40.0,0,0,13.0,1,0,0.0,0.0,1.0,31418,4,431418,0,0,0
348,1,3,29.0,1,0,16.1,1,0,1.0,0.0,0.0,386525,4,4386525,0,0,0
349,1,3,3.0,1,1,15.9,0,1,0.0,0.0,1.0,37671,7,737671,0,0,0
350,0,3,42.0,0,0,8.6625,0,1,0.0,0.0,1.0,315088,4,4315088,0,0,0
351,0,3,23.0,0,0,9.225,0,1,1.0,0.0,0.0,7267,4,47267,0,0,0
352,0,1,29.0,0,0,35.0,0,1,0.0,0.0,1.0,113510,4,4113510,3,128,3128
353,0,3,15.0,1,1,7.2292,0,1,0.0,0.0,1.0,2695,4,42695,0,0,0
354,0,3,25.0,1,0,17.8,0,1,0.0,0.0,1.0,349237,4,4349237,0,0,0
355,0,3,29.0,0,0,7.225,0,1,0.0,0.0,1.0,2647,4,42647,0,0,0
356,0,3,28.0,0,0,9.5,0,1,0.0,0.0,1.0,345783,4,4345783,0,0,0
357,1,1,22.0,0,1,55.0,1,0,0.0,0.0,1.0,113505,4,4113505,5,33,533
358,0,2,38.0,0,0,13.0,1,0,0.0,0.0,1.0,237671,4,4237671,0,0,0
359,1,3,29.0,0,0,7.8792,1,0,0.0,1.0,0.0,330931,4,4330931,0,0,0
360,1,3,29.0,0,0,7.8792,1,0,0.0,0.0,1.0,330980,4,4330980,0,0,0
361,0,3,40.0,1,4,27.9,0,1,0.0,0.0,1.0,347088,4,4347088,0,0,0
362,0,2,29.0,1,0,27.7208,0,1,1.0,0.0,0.0,2167,23,232167,0,0,0
363,0,3,45.0,0,1,14.4542,1,0,0.0,0.0,1.0,2691,4,42691,0,0,0
364,0,3,35.0,0,0,7.05,0,1,0.0,0.0,1.0,3101310,22,223101310,0,0,0
365,0,3,29.0,1,0,15.5,0,1,1.0,0.0,0.0,370365,4,4370365,0,0,0
366,0,3,30.0,0,0,7.25,0,1,0.0,0.0,1.0,7076,21,217076,0,0,0
367,1,1,60.0,1,0,75.25,1,0,1.0,0.0,0.0,110813,4,4110813,4,37,437
368,1,3,29.0,0,0,7.2292,1,0,0.0,0.0,1.0,2626,4,42626,0,0,0
369,1,3,29.0,0,0,7.75,1,0,1.0,0.0,0.0,14313,4,414313,0,0,0
370,1,1,24.0,0,0,69.3,1,0,1.0,0.0,0.0,17477,2,217477,2,35,235
371,1,1,25.0,1,0,55.4417,0,1,0.0,0.0,1.0,11765,4,411765,5,50,550
372,0,3,18.0,1,0,6.4958,0,1,1.0,0.0,0.0,3101267,4,43101267,0,0,0
373,0,3,19.0,0,0,8.05,0,1,0.0,0.0,1.0,323951,4,4323951,0,0,0
374,0,1,22.0,0,0,135.6333,0,1,0.0,0.0,1.0,17760,2,217760,0,0,0
375,0,3,3.0,3,1,21.075,1,0,0.0,0.0,1.0,349909,4,4349909,0,0,0
376,1,1,29.0,1,0,82.1708,1,0,1.0,0.0,0.0,17604,2,217604,0,0,0
377,1,3,22.0,0,0,7.25,1,0,0.0,0.0,1.0,7077,21,217077,0,0,0
378,0,1,27.0,0,2,211.5,0,1,0.0,0.0,1.0,113503,4,4113503,3,82,382
379,0,3,20.0,0,0,4.0125,0,1,0.0,0.0,1.0,2648,4,42648,0,0,0
380,0,3,19.0,0,0,7.775,0,1,0.0,0.0,1.0,347069,4,4347069,0,0,0
381,1,1,42.0,0,0,227.525,1,0,0.0,1.0,0.0,17757,2,217757,0,0,0
382,1,3,1.0,0,2,15.7417,1,0,0.0,1.0,0.0,2653,4,42653,0,0,0
383,0,3,32.0,0,0,7.925,0,1,0.0,0.0,1.0,0,19,190,0,0,0
384,1,1,35.0,1,0,52.0,1,0,0.0,0.0,1.0,113789,4,4113789,0,0,0
385,0,3,29.0,0,0,7.8958,0,1,0.0,0.0,1.0,349227,4,4349227,0,0,0
386,0,2,18.0,0,0,73.5,0,1,0.0,0.0,1.0,14879,14,1414879,0,0,0
387,0,3,1.0,5,2,46.9,0,1,0.0,0.0,1.0,2144,12,122144,0,0,0
388,1,2,36.0,0,0,13.0,1,0,0.0,0.0,1.0,27849,4,427849,0,0,0
389,0,3,29.0,0,0,7.7292,0,1,0.0,1.0,0.0,367655,4,4367655,0,0,0
390,1,2,17.0,0,0,12.0,1,0,0.0,0.0,1.0,1748,34,341748,0,0,0
391,1,1,36.0,1,2,120.0,0,1,0.0,0.0,1.0,113760,4,4113760,22,9698,229698
392,1,3,21.0,0,0,7.7958,0,1,0.0,0.0,1.0,350034,4,4350034,0,0,0
393,0,3,28.0,2,0,7.925,0,1,0.0,0.0,1.0,3101277,4,43101277,0,0,0
394,1,1,23.0,1,0,113.275,1,0,0.0,0.0,1.0,35273,4,435273,4,36,436
395,1,3,24.0,0,2,16.7,1,0,0.0,0.0,1.0,9549,5,59549,7,6,76
396,0,3,22.0,0,0,7.7958,0,1,0.0,0.0,1.0,350052,4,4350052,0,0,0
397,0,3,31.0,0,0,7.8542,1,0,0.0,1.0,0.0,350407,4,4350407,0,0,0
398,0,2,46.0,0,0,26.0,0,1,1.0,0.0,0.0,28403,4,428403,0,0,0
399,0,2,23.0,0,0,10.5,0,1,0.0,0.0,1.0,244278,4,4244278,0,0,0
400,1,2,28.0,0,0,12.65,1,0,0.0,1.0,0.0,240929,4,4240929,0,0,0
401,1,3,39.0,0,0,7.925,0,1,0.0,0.0,1.0,0,19,190,0,0,0
402,0,3,26.0,0,0,8.05,0,1,0.0,0.0,1.0,341826,4,4341826,0,0,0
403,0,3,21.0,1,0,9.825,1,0,1.0,0.0,0.0,4137,4,44137,0,0,0
404,0,3,28.0,1,0,15.85,0,1,0.0,0.0,1.0,3101279,3,33101279,0,0,0
405,0,3,20.0,0,0,8.6625,1,0,1.0,0.0,0.0,315096,4,4315096,0,0,0
406,0,2,34.0,1,0,21.0,0,1,1.0,0.0,0.0,28664,4,428664,0,0,0
407,0,3,51.0,0,0,7.75,0,1,0.0,0.0,1.0,347064,4,4347064,0,0,0
408,1,2,3.0,1,1,18.75,0,1,1.0,0.0,0.0,29106,4,429106,0,0,0
409,0,3,21.0,0,0,7.775,0,1,0.0,1.0,0.0,312992,4,4312992,0,0,0
410,0,3,29.0,3,1,25.4667,1,0,0.0,0.0,1.0,4133,4,44133,0,0,0
411,0,3,29.0,0,0,7.8958,0,1,0.0,1.0,0.0,349222,4,4349222,0,0,0
412,0,3,29.0,0,0,6.8583,0,1,0.0,1.0,0.0,394140,4,4394140,0,0,0
413,1,1,33.0,1,0,90.0,1,0,0.0,0.0,1.0,19928,4,419928,3,78,378
414,0,2,29.0,0,0,0.0,0,1,0.0,0.0,1.0,239853,4,4239853,0,0,0
415,1,3,44.0,0,0,7.925,0,1,1.0,0.0,0.0,0,19,190,0,0,0
416,0,3,29.0,0,0,8.05,1,0,0.0,0.0,1.0,343095,4,4343095,0,0,0
417,1,2,34.0,1,1,32.5,1,0,0.0,0.0,1.0,28220,4,428220,0,0,0
418,1,2,18.0,0,2,13.0,1,0,1.0,0.0,0.0,250652,4,4250652,0,0,0
419,0,2,30.0,0,0,13.0,0,1,,,,28228,4,428228,0,0,0
420,0,3,10.0,0,2,24.15,1,0,,,,345773,4,4345773,0,0,0
421,0,3,29.0,0,0,7.8958,0,1,,,,349254,4,4349254,0,0,0
422,0,3,21.0,0,0,7.7333,0,1,,,,13032,6,613032,0,0,0
423,0,3,29.0,0,0,7.875,0,1,,,,315082,4,4315082,0,0,0
424,0,3,28.0,1,1,14.4,1,0,,,,347080,4,4347080,0,0,0
425,0,3,18.0,1,1,20.2125,0,1,,,,370129,4,4370129,0,0,0
426,0,3,29.0,0,0,7.25,0,1,,,,34244,11,1134244,0,0,0
427,1,2,28.0,1,0,26.0,1,0,,,,2003,4,42003,0,0,0
428,1,2,19.0,0,0,26.0,1,0,,,,250655,4,4250655,0,0,0
429,0,3,29.0,0,0,7.75,0,1,,,,364851,4,4364851,0,0,0
430,1,3,32.0,0,0,8.05,0,1,,,,392078,22,22392078,5,10,510
431,1,1,28.0,0,0,26.55,0,1,,,,110564,4,4110564,3,52,352
432,1,3,29.0,1,0,16.1,1,0,,,,376564,4,4376564,0,0,0
433,1,2,42.0,1,0,26.0,1,0,,,,3085,35,353085,0,0,0
434,0,3,17.0,0,0,7.125,0,1,,,,0,19,190,0,0,0
435,0,1,50.0,1,0,55.9,0,1,,,,13507,4,413507,5,44,544
436,1,1,14.0,1,2,120.0,1,0,,,,113760,4,4113760,22,9698,229698
437,0,3,21.0,2,2,34.375,1,0,,,,6608,16,166608,0,0,0
438,1,2,24.0,2,3,18.75,1,0,,,,29106,4,429106,0,0,0
439,0,1,64.0,1,4,263.0,0,1,,,,19950,4,419950,333,232527,333232527
440,0,2,31.0,0,0,10.5,0,1,,,,18723,7,718723,0,0,0
441,1,2,45.0,1,1,26.25,1,0,,,,13529,29,2913529,0,0,0
442,0,3,20.0,0,0,9.5,0,1,,,,345769,4,4345769,0,0,0
443,0,3,25.0,1,0,7.775,0,1,,,,347076,4,4347076,0,0,0
444,1,2,28.0,0,0,13.0,1,0,,,,230434,4,4230434,0,0,0
445,1,3,29.0,0,0,8.1125,0,1,,,,65306,4,465306,0,0,0
446,1,1,4.0,0,2,81.8583,0,1,,,,33638,4,433638,1,34,134
447,1,2,13.0,0,1,19.5,1,0,,,,250644,4,4250644,0,0,0
448,1,1,34.0,0,0,26.55,0,1,,,,113794,4,4113794,0,0,0
449,1,3,5.0,2,1,19.2583,1,0,,,,2666,4,42666,0,0,0
450,1,1,52.0,0,0,30.5,0,1,,,,113786,4,4113786,3,104,3104
451,0,2,36.0,1,2,27.75,0,1,,,,34651,7,734651,0,0,0
452,0,3,29.0,1,0,19.9667,0,1,,,,65303,4,465303,0,0,0
453,0,1,30.0,0,0,27.75,0,1,,,,113051,4,4113051,3,111,3111
454,1,1,49.0,1,0,89.1042,0,1,,,,17453,4,417453,3,92,392
455,0,3,29.0,0,0,8.05,0,1,,,,2817,1,12817,0,0,0
456,1,3,29.0,0,0,7.8958,0,1,,,,349240,4,4349240,0,0,0
457,0,1,65.0,0,0,26.55,0,1,,,,13509,4,413509,5,38,538
458,1,1,29.0,1,0,51.8625,1,0,,,,17464,4,417464,4,21,421
459,1,2,50.0,0,0,10.5,1,0,,,,13531,29,2913531,0,0,0
460,0,3,29.0,0,0,7.75,0,1,,,,371060,4,4371060,0,0,0
461,1,1,48.0,0,0,26.55,0,1,,,,19952,4,419952,5,12,512
462,0,3,34.0,0,0,8.05,0,1,,,,364506,4,4364506,0,0,0
463,0,1,47.0,0,0,38.5,0,1,,,,111320,4,4111320,5,63,563
464,0,2,48.0,0,0,13.0,0,1,,,,234360,4,4234360,0,0,0
465,0,3,29.0,0,0,8.05,0,1,,,,2816,36,362816,0,0,0
466,0,3,38.0,0,0,7.05,0,1,,,,3101306,22,223101306,0,0,0
467,0,2,29.0,0,0,0.0,0,1,,,,239853,4,4239853,0,0,0
468,0,1,56.0,0,0,26.55,0,1,,,,113792,4,4113792,0,0,0
469,0,3,29.0,0,0,7.725,0,1,,,,36209,4,436209,0,0,0
470,1,3,0.75,2,1,19.2583,1,0,,,,2666,4,42666,0,0,0
471,0,3,29.0,0,0,7.25,0,1,,,,323592,4,4323592,0,0,0
472,0,3,38.0,0,0,8.6625,0,1,,,,315089,4,4315089,0,0,0
473,1,2,33.0,1,2,27.75,1,0,,,,34651,7,734651,0,0,0
474,1,2,23.0,0,0,13.7917,1,0,,,,0,35,350,4,0,4
475,0,3,22.0,0,0,9.8375,1,0,,,,7553,4,47553,0,0,0
476,0,1,29.0,0,0,52.0,0,1,,,,110465,4,4110465,1,14,114
477,0,2,34.0,1,0,21.0,0,1,,,,31027,4,431027,0,0,0
478,0,3,29.0,1,0,7.0458,0,1,,,,3460,4,43460,0,0,0
479,0,3,22.0,0,0,7.5208,0,1,,,,350060,4,4350060,0,0,0
480,1,3,2.0,0,1,12.2875,1,0,,,,3101298,4,43101298,0,0,0
481,0,3,9.0,5,2,46.9,0,1,,,,2144,12,122144,0,0,0
482,0,2,29.0,0,0,0.0,0,1,,,,239854,4,4239854,0,0,0
483,0,3,50.0,0,0,8.05,0,1,,,,3594,1,13594,0,0,0
484,1,3,63.0,0,0,9.5875,1,0,,,,4134,4,44134,0,0,0
485,1,1,25.0,1,0,91.0792,0,1,,,,11967,4,411967,2,49,249
486,0,3,29.0,3,1,25.4667,1,0,,,,4133,4,44133,0,0,0
487,1,1,35.0,1,0,90.0,1,0,,,,19943,4,419943,3,93,393
488,0,1,58.0,0,0,29.7,0,1,,,,11771,4,411771,2,37,237
489,0,3,30.0,0,0,8.05,0,1,,,,18509,25,2518509,0,0,0
490,1,3,9.0,1,1,15.9,0,1,,,,37671,7,737671,0,0,0
491,0,3,29.0,1,0,19.9667,0,1,,,,65304,4,465304,0,0,0
492,0,3,21.0,0,0,7.25,0,1,,,,3101317,17,173101317,0,0,0
493,0,1,55.0,0,0,30.5,0,1,,,,113787,4,4113787,3,30,330
494,0,1,71.0,0,0,49.5042,0,1,,,,17609,2,217609,0,0,0
495,0,3,21.0,0,0,8.05,0,1,,,,45380,37,3745380,0,0,0
496,0,3,29.0,0,0,14.4583,0,1,,,,2627,4,42627,0,0,0
497,1,1,54.0,1,0,78.2667,1,0,,,,36947,4,436947,4,20,420
498,0,3,29.0,0,0,15.1,0,1,,,,6212,7,76212,0,0,0
499,0,1,25.0,1,2,151.55,1,0,,,,113781,4,4113781,33,2226,332226
500,0,3,24.0,0,0,7.7958,0,1,,,,350035,4,4350035,0,0,0
501,0,3,17.0,0,0,8.6625,0,1,,,,315086,4,4315086,0,0,0
502,0,3,21.0,0,0,7.75,1,0,,,,364846,4,4364846,0,0,0
503,0,3,29.0,0,0,7.6292,1,0,,,,330909,4,4330909,0,0,0
504,0,3,37.0,0,0,9.5875,1,0,,,,4135,4,44135,0,0,0
505,1,1,16.0,0,0,86.5,1,0,,,,110152,4,4110152,2,79,279
506,0,1,18.0,1,0,108.9,0,1,,,,17758,2,217758,3,65,365
507,1,2,33.0,0,2,26.0,1,0,,,,26360,4,426360,0,0,0
508,1,1,29.0,0,0,26.55,0,1,,,,111427,4,4111427,0,0,0
509,0,3,28.0,0,0,22.525,0,1,,,,4001,21,214001,0,0,0
510,1,3,26.0,0,0,56.4958,0,1,,,,1601,4,41601,0,0,0
511,1,3,29.0,0,0,7.75,0,1,,,,382651,4,4382651,0,0,0
512,0,3,29.0,0,0,8.05,0,1,,,,3101316,17,173101316,0,0,0
513,1,1,36.0,0,0,26.2875,0,1,,,,17473,2,217473,5,25,525
514,1,1,54.0,1,0,59.4,1,0,,,,17603,2,217603,0,0,0
515,0,3,24.0,0,0,7.4958,0,1,,,,349209,4,4349209,0,0,0
516,0,1,47.0,0,0,34.0208,0,1,,,,36967,4,436967,4,46,446
517,1,2,34.0,0,0,10.5,1,0,,,,34260,7,734260,6,33,633
518,0,3,29.0,0,0,24.15,0,1,,,,371110,4,4371110,0,0,0
519,1,2,36.0,1,0,26.0,1,0,,,,226875,4,4226875,0,0,0
520,0,3,32.0,0,0,7.8958,0,1,,,,349242,4,4349242,0,0,0
521,1,1,30.0,0,0,93.5,1,0,,,,12749,4,412749,2,73,273
522,0,3,22.0,0,0,7.8958,0,1,,,,349252,4,4349252,0,0,0
523,0,3,29.0,0,0,7.225,0,1,,,,2624,4,42624,0,0,0
524,1,1,44.0,0,1,57.9792,1,0,,,,111361,4,4111361,2,18,218
525,0,3,29.0,0,0,7.2292,0,1,,,,2700,4,42700,0,0,0
526,0,3,40.5,0,0,7.75,0,1,,,,367232,4,4367232,0,0,0
527,1,2,50.0,0,0,10.5,1,0,,,,14258,16,1614258,0,0,0
528,0,1,29.0,0,0,221.7792,0,1,,,,17483,2,217483,3,95,395
529,0,3,39.0,0,0,7.925,0,1,,,,3101296,4,43101296,0,0,0
530,0,2,23.0,2,1,11.5,0,1,,,,29104,4,429104,0,0,0
531,1,2,2.0,1,1,26.0,1,0,,,,26360,4,426360,0,0,0
532,0,3,29.0,0,0,7.2292,0,1,,,,2641,4,42641,0,0,0
533,0,3,17.0,1,1,7.2292,0,1,,,,2690,4,42690,0,0,0
534,1,3,29.0,0,2,22.3583,1,0,,,,2668,4,42668,0,0,0
535,0,3,30.0,0,0,8.6625,1,0,,,,315084,4,4315084,0,0,0
536,1,2,7.0,0,2,26.25,1,0,,,,13529,29,2913529,0,0,0
537,0,1,45.0,0,0,26.55,0,1,,,,113050,4,4113050,2,38,238
538,1,1,30.0,0,0,106.425,1,0,,,,17761,2,217761,0,0,0
539,0,3,29.0,0,0,14.5,0,1,,,,364498,4,4364498,0,0,0
540,1,1,22.0,0,2,49.5,1,0,,,,13568,4,413568,2,39,239
541,1,1,36.0,0,2,71.0,1,0,,,,5735,38,385735,2,22,222
542,0,3,9.0,4,2,31.275,1,0,,,,347082,4,4347082,0,0,0
543,0,3,11.0,4,2,31.275,1,0,,,,347082,4,4347082,0,0,0
544,1,2,32.0,1,0,26.0,0,1,,,,2908,4,42908,0,0,0
545,0,1,50.0,1,0,106.425,0,1,,,,17761,2,217761,3,86,386
546,0,1,64.0,0,0,26.0,0,1,,,,693,4,4693,0,0,0
547,1,2,19.0,1,0,26.0,1,0,,,,2908,4,42908,0,0,0
548,1,2,29.0,0,0,13.8625,0,1,,,,2146,23,232146,0,0,0
549,0,3,33.0,1,1,20.525,0,1,,,,363291,4,4363291,0,0,0
550,1,2,8.0,1,1,36.75,0,1,,,,33112,7,733112,0,0,0
551,1,1,17.0,0,2,110.8833,0,1,,,,17421,4,417421,3,70,370
552,0,2,27.0,0,0,26.0,0,1,,,,244358,4,4244358,0,0,0
553,0,3,29.0,0,0,7.8292,0,1,,,,330979,4,4330979,0,0,0
554,1,3,22.0,0,0,7.225,0,1,,,,2620,4,42620,0,0,0
555,1,3,22.0,0,0,7.775,1,0,,,,347085,4,4347085,0,0,0
556,0,1,62.0,0,0,26.55,0,1,,,,113807,4,4113807,0,0,0
557,1,1,48.0,1,0,39.6,1,0,,,,11755,4,411755,1,16,116
558,0,1,29.0,0,0,227.525,0,1,,,,17757,2,217757,0,0,0
559,1,1,39.0,1,1,79.65,1,0,,,,110413,4,4110413,5,67,567
560,1,3,36.0,1,0,17.4,1,0,,,,345572,4,4345572,0,0,0
561,0,3,29.0,0,0,7.75,0,1,,,,372622,4,4372622,0,0,0
562,0,3,40.0,0,0,7.8958,0,1,,,,349251,4,4349251,0,0,0
563,0,2,28.0,0,0,13.5,0,1,,,,218629,4,4218629,0,0,0
564,0,3,29.0,0,0,8.05,0,1,,,,392082,17,17392082,0,0,0
565,0,3,29.0,0,0,8.05,1,0,,,,392087,22,22392087,0,0,0
566,0,3,24.0,2,0,24.15,0,1,,,,48871,37,3748871,0,0,0
567,0,3,19.0,0,0,7.8958,0,1,,,,349205,4,4349205,0,0,0
568,0,3,29.0,0,4,21.075,1,0,,,,349909,4,4349909,0,0,0
569,0,3,29.0,0,0,7.2292,0,1,,,,2686,4,42686,0,0,0
570,1,3,32.0,0,0,7.8542,0,1,,,,350417,4,4350417,0,0,0
571,1,2,62.0,0,0,10.5,0,1,,,,752,39,39752,0,0,0
572,1,1,53.0,2,0,51.4792,1,0,,,,11769,4,411769,3,101,3101
573,1,1,36.0,0,0,26.3875,0,1,,,,17474,2,217474,5,25,525
574,1,3,29.0,0,0,7.75,1,0,,,,14312,4,414312,0,0,0
575,0,3,16.0,0,0,8.05,0,1,,,,20589,11,1120589,0,0,0
576,0,3,19.0,0,0,14.5,0,1,,,,358585,4,4358585,0,0,0
577,1,2,34.0,0,0,13.0,1,0,,,,243880,4,4243880,0,0,0
578,1,1,39.0,1,0,55.9,1,0,,,,13507,4,413507,5,44,544
579,0,3,29.0,1,0,14.4583,1,0,,,,2689,4,42689,0,0,0
580,1,3,32.0,0,0,7.925,0,1,,,,0,19,190,0,0,0
581,1,2,25.0,1,1,30.0,1,0,,,,237789,4,4237789,0,0,0
582,1,1,39.0,1,1,110.8833,1,0,,,,17421,4,417421,3,68,368
583,0,2,54.0,0,0,26.0,0,1,,,,28403,4,428403,0,0,0
584,0,1,36.0,0,0,40.125,0,1,,,,13049,4,413049,1,10,110
585,0,3,29.0,0,0,8.7125,0,1,,,,3411,4,43411,0,0,0
586,1,1,18.0,0,2,79.65,1,0,,,,110413,4,4110413,5,68,568
587,0,2,47.0,0,0,15.0,0,1,,,,237565,4,4237565,0,0,0
588,1,1,60.0,1,1,79.2,0,1,,,,13567,4,413567,2,41,241
589,0,3,22.0,0,0,8.05,0,1,,,,14973,4,414973,0,0,0
590,0,3,29.0,0,0,8.05,0,1,,,,3235,8,83235,0,0,0
591,0,3,35.0,0,0,7.125,0,1,,,,0,19,190,0,0,0
592,1,1,52.0,1,0,78.2667,1,0,,,,36947,4,436947,4,20,420
593,0,3,47.0,0,0,7.25,0,1,,,,3902,1,13902,0,0,0
594,0,3,29.0,0,2,7.75,1,0,,,,364848,4,4364848,0,0,0
595,0,2,37.0,1,0,26.0,0,1,,,,29037,35,3529037,0,0,0
596,0,3,36.0,1,1,24.15,0,1,,,,345773,4,4345773,0,0,0
597,1,2,29.0,0,0,33.0,1,0,,,,248727,4,4248727,0,0,0
598,0,3,49.0,0,0,0.0,0,1,,,,0,28,280,0,0,0
